ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Hours of operation,Gender,Age
Annette Penney Hall,LICENSED,4,Center,0,Not Rated,17,TCHULA,39169,26,HOLMES,662-235-4024,9AM-5PM,"Female, Male",All ages
Annette Stafford,LICENSED,4,Center,0,Not Rated,26,JACKSON,39284,25,HINDS,662-235-4048,9AM-5PM,"Female, Male",All ages
Katrisha Shay Benefield,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-235-4272,9AM-5PM,"Female, Male",All ages
Katy Maxwell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,VAUGHAN,39170,25,HINDS,662-235-4575,9AM-5PM,"Female, Male",All ages
Annette's Day Care Center Too!,LICENSED,4,Center,0,Not Rated,100,WEST POINT,39773,13,CLAY,662-235-4979,9AM-5PM,"Female, Male",All ages
Kaushila  Sanyasi,UNLICENSED,6,Relative In-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-235-5269,9AM-5PM,"Female, Male",All ages
Kavita  Sharma,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-235-5705,9AM-5PM,"Female, Male",All ages
Annie Faye Hall,LICENSED,4,Center,0,Not Rated,50,SAUCIER,39574,24,HARRISON,662-235-5705,9AM-5PM,"Female, Male",All ages
Kayla Medina,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-235-5932,9AM-5PM,"Female, Male",All ages
Annie Sanders,LICENSED,4,Center,0,Not Rated,80,JACKSON,39212,25,HINDS,662-235-5999,9AM-5PM,"Female, Male",All ages
Kayla Ratcliff,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-235-9521,9AM-5PM,"Female, Male",All ages
Kayla Zahradka,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-236-2226,9AM-5PM,"Female, Male",All ages
Kaylan Gardner,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-236-4574,9AM-5PM,"Female, Male",All ages
Kaylan Williams,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HEIDELBERG,39439,12,CLARKE,662-236-4574,9AM-5PM,"Female, Male",All ages
Kaylee Grubbs,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-236-5944,9AM-5PM,"Female, Male",All ages
Annointed Christian Childcare,LICENSED,4,Center,0,Not Rated,61,DURANT,39063,26,HOLMES,662-236-5976,9AM-5PM,"Female, Male",All ages
Kayleigh Black,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HEIDELBERG,39439,12,CLARKE,662-236-5976,9AM-5PM,"Female, Male",All ages
Keira Mendoza,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-237-0072,9AM-5PM,"Female, Male",All ages
Keisha Bosley,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-240-0988,9AM-5PM,"Female, Male",All ages
Keisha Jeris Largent,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-240-8899,9AM-5PM,"Female, Male",All ages
Keisha Renee Butler,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-240-8968,9AM-5PM,"Female, Male",All ages
Kela Jones,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-241-4898,9AM-3PM,"Female, Male",All ages
Kelby Buchanan,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-241-5600,9AM-3PM,"Female, Male",All ages
Kelesia  Coleman,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-241-6155,9AM-3PM,"Female, Male",All ages
Keli Jo Cooper,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-241-6659,9AM-3PM,"Female, Male",All ages
Kelley Porter,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-242-4679,9AM-3PM,"Female, Male",All ages
Kelley Shaffer,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-243-1423,9AM-3PM,"Female, Male",All ages
Kelli Gleason,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-243-2111,9AM-3PM,"Female, Male",All ages
Kelli Pike,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-243-2270,9AM-3PM,"Female, Male",All ages
Kellie  Ryals,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,KOSCIUSKO,39090,4,ATTALA,662-243-2383,9AM-3PM,"Female, Male",All ages
Annointed Christian Childcare & Academy II,LICENSED,4,Center,1,Low,40,MERIDIAN,39305,38,LAUDERDALE,662-244-5862,9AM-3PM,"Female, Male",All ages
Anns Day Care,LICENSED,4,Center,1,Low,60,MERIDIAN,39305,38,LAUDERDALE,662-245-1212,9AM-3PM,"Female, Male",All ages
Annunciation Children CTR,LICENSED,4,Center,1,Low,82,COLLINSVILLE,39325,38,LAUDERDALE,662-246-5328,9AM-3PM,"Female, Male",All ages
Kellie Keller,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SCHLATER,38952,42,LEFLORE,662-246-5530,9AM-3PM,"Female, Male",All ages
Kellie Tisdel,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PASCAGOULA,39567,30,JACKSON,662-246-8428,9AM-3PM,"Female, Male",All ages
Annunciation Infant Development Center,LICENSED,4,Center,0,Not Rated,21,LEXINGTON,39095,26,HOLMES,662-246-8566,9AM-3PM,"Female, Male",All ages
Kelly  Banks,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-247-0041,9AM-3PM,"Female, Male",All ages
Kelly  Schmitz,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,662-247-0540,9AM-3PM,"Female, Male",All ages
Kelly Berry,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-0589,9AM-3PM,"Female, Male",All ages
Kelly G McGuffin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-0769,9AM-3PM,"Female, Male",All ages
Kelly Holifield,UNLICENSED,6,Relative In-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-247-1719,9AM-3PM,"Female, Male",All ages
Kelly J Morris,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-247-1727,9AM-3PM,"Female, Male",All ages
Kelly Kay Nelson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-247-2005,9AM-3PM,"Female, Male",All ages
Kelly Pyeatt,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-247-2081,9AM-3PM,"Female, Male",All ages
Anointed Steps Academy,LICENSED,4,Center,0,Not Rated,30,GREENVILLE,38703,76,WASHINGTON,662-247-2142,9AM-3PM,"Female, Male",All ages
Anoma DeSilva,LICENSED,4,Center,0,Not Rated,150,GREENVILLE,38703,76,WASHINGTON,662-247-2200,9AM-3PM,"Female, Male",All ages
Kendall Jolane Wade,UNLICENSED,6,Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-2322,9AM-3PM,"Female, Male",All ages
Kendra Mullins,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-247-2364,9AM-3PM,"Female, Male",All ages
Kendra Rei Armstrong,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-247-2400,9AM-3PM,"Female, Male",All ages
Kendy Menezes,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SUMMIT,39666,57,PIKE,662-247-2404,9AM-3PM,"Female, Male",All ages
Another Just Kidz,LICENSED,4,Center,0,Not Rated,91,RIDGELAND,39157,45,MADISON,662-247-2656,9AM-3PM,"Female, Male",All ages
Another Pumpkin Patch Preschool,LICENSED,4,Center,0,Not Rated,45,STARKVILLE,39759,53,OKTIBBEHA,662-247-2816,9AM-3PM,"Female, Male",All ages
Anthony  Boyd,LICENSED,4,Center,0,Not Rated,24,TUNICA,38676,72,TUNICA,662-247-3088,9AM-3PM,"Female, Male",All ages
Keneesha Pines,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-3291,9AM-3PM,"Female, Male",All ages
Kenna Watts,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-247-3483,9AM-3PM,"Female, Male",All ages
Kennetha  Lee,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-3540,9AM-3PM,"Female, Male",All ages
Kenya Donette El-Amin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FOXWORTH,39483,46,MARION,662-247-3798,9AM-3PM,"Female, Male",All ages
Kenyetta Nika Durham,UNLICENSED,6,Relative In-Home,0,Not Rated,5,RIDGELAND,39157,45,MADISON,662-247-4260,9AM-3PM,"Female, Male",All ages
Keren  Plazas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HAZLEHURST,39083,15,COPIAH,662-247-4355,9AM-3PM,"Female, Male",All ages
Keri Saiz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-247-4355,9AM-3PM,"Female, Male",All ages
Anthony Head Start,LICENSED,4,Center,1,Low,133,PHILADELPHIA,39350,50,NESHOBA,662-247-4513,9AM-3PM,"Female, Male",All ages
Kermeca Leonard,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-247-4972,9AM-3PM,"Female, Male",All ages
Antioch Christian Education Center,LICENSED,4,Center,0,Not Rated,50,STARKVILLE,39759,53,OKTIBBEHA,662-247-5529,9AM-3PM,"Female, Male",All ages
Antoinette  Gaspard,LICENSED,4,Center,0,Not Rated,90,STARKVILLE,39759,53,OKTIBBEHA,662-247-9936,9AM-3PM,"Female, Male",All ages
Kerra Jean Meurer,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-251-9618,9AM-3PM,"Female, Male",All ages
Antoinette Garcia,LICENSED,4,Center,0,Not Rated,174,CHOCTAW,39350,50,NESHOBA,662-252-1198,9AM-3PM,"Female, Male",All ages
Antoinette Lipscomb,LICENSED,4,Center,0,Not Rated,30,WIGGINS,39577,66,STONE,662-252-3715,9AM-3PM,"Female, Male",All ages
Kerri Smith,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-252-3715,9AM-3PM,"Female, Male",All ages
Antonia  Albarran,LICENSED,4,Center,3,Good,41,TUPELO,38804,41,LEE,662-252-3902,9AM-3PM,"Female, Male",All ages
Kerry Kendall,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GLEN ALLAN,38744,76,WASHINGTON,662-252-4351,9AM-3PM,"Female, Male",All ages
Kerstin Selmon,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BOONEVILLE,38829,59,PRENTISS,662-252-4351,9AM-3PM,"Female, Male",All ages
Antonia  Hernandez,LICENSED,4,Center,0,Not Rated,216,MAGEE,39111,64,SIMPSON,662-252-4762,9AM-3PM,"Female, Male",All ages
Antonietta Evangelista,LICENSED,4,Center,0,Not Rated,71,RIDGELAND,39157,45,MADISON,662-252-5151,9AM-3PM,"Female, Male",All ages
Keyla Michelle Galindo,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BATESVILLE,38606,54,PANOLA,662-252-6927,9AM-3PM,"Female, Male",All ages
Khanh  Thi Le,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BRANDON,39047,61,RANKIN,662-252-7860,9AM-3PM,"Female, Male",All ages
Khemetha Hampton,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-252-7968,9AM-3PM,"Female, Male",All ages
Khristanna Scott,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-253-0303,9AM-3PM,"Female, Male",All ages
Antoniette Marie Portillo,LICENSED,4,Center,0,Not Rated,110,MENDENHALL,39114,64,SIMPSON,662-253-0303,9AM-3PM,"Female, Male",All ages
Kiah Navarro,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-253-5731,9AM-3PM,"Female, Male",All ages
Ants To Elephants Daycare,LICENSED,4,Center,1,Low,81,PONTOTOC,38863,58,PONTOTOC,662-253-8263,9AM-3PM,"Female, Male",All ages
Any Time Child Care,LICENSED,4,Center,3,Good,150,ECRU,38841,58,PONTOTOC,662-253-8397,9AM-3PM,"Female, Male",All ages
Kidist Abminda Abebe,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SONTAG,39665,39,LAWRENCE,662-253-8454,9AM-3PM,"Female, Male",All ages
Kim Anita Mertz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,STARKVILLE,39759,53,OKTIBBEHA,662-254-0011,9AM-3PM,"Female, Male",All ages
Kim Frost,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HICKORY,39332,51,NEWTON,662-254-3105,9AM-3PM,"Female, Male",All ages
Kim Kulak,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39305,38,LAUDERDALE,662-254-6260,9AM-3PM,"Female, Male",All ages
Apex Academy Preschool & Afterschool,LICENSED,4,Center,0,Not Rated,59,AMORY,38821,48,MONROE,662-254-6727,9AM-3PM,"Female, Male",All ages
Kim Lau Nguyen,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MACON,39341,52,NOXUBEE,662-254-7590,9AM-3PM,"Female, Male",All ages
Kim Moton-Brackens,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-254-9538,9AM-3PM,"Female, Male",All ages
Kim Renee Earls,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-254-9779,9AM-3PM,"Female, Male",All ages
Kim Tovar,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BOONEVILLE,38829,59,PRENTISS,662-255-5397,9AM-3PM,"Female, Male",All ages
Kimberle Jones,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-256-4204,9AM-3PM,"Female, Male",All ages
Kimberley Adair,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-256-4851,9AM-3PM,"Female, Male",All ages
Kimberley Taylor,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,INDIANOLA,38751,67,SUNFLOWER,662-256-4948,9AM-3PM,"Female, Male",All ages
Kimberly  Edd,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DREW,38737,67,SUNFLOWER,662-256-5024,9AM-3PM,"Female, Male",All ages
Kimberly  Kohr-Flanagin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,STARKVILLE,39759,53,OKTIBBEHA,662-256-5744,9AM-3PM,"Female, Male",All ages
Apostles Day School,LICENSED,4,Center,0,Not Rated,52,MENDENHALL,39114,64,SIMPSON,662-256-7815,9AM-3PM,"Female, Male",All ages
Kimberly Ann  Graig,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BOONEVILLE,38829,59,PRENTISS,662-256-9000,9AM-3PM,"Female, Male",All ages
Kimberly Ann Lassetter,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BALDWYN,38824,59,PRENTISS,662-256-9000,9AM-3PM,"Female, Male",All ages
Kimberly Brewer,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,662-257-0833,9AM-3PM,"Female, Male",All ages
Kimberly Dawn Manning,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,662-257-0833,9AM-3PM,"Female, Male",All ages
Kimberly Dewald,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-257-0833,9AM-3PM,"Female, Male",All ages
Kimberly Garrett,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,OSYKA,39657,57,PIKE,662-257-1482,9AM-3PM,"Female, Male",All ages
Apple Bee Learning Center LLC,LICENSED,4,Center,0,Not Rated,113,BRANDON,39047,61,RANKIN,662-257-1672,9AM-3PM,"Female, Male",All ages
Kimberly Grimes,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-257-2273,9AM-3PM,"Female, Male",All ages
Kimberly Jean Villarreal,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MCCOMB,39648,57,PIKE,662-257-4058,9AM-3PM,"Female, Male",All ages
Kimberly Kao,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-257-6229,9AM-3PM,"Female, Male",All ages
Kimberly King,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-258-2452,9AM-3PM,"Female, Male",All ages
Kimberly Kuempel-Klar,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-258-7004,9AM-3PM,"Female, Male",All ages
Apple Creek Frisco,LICENSED,4,Center,0,Not Rated,48,MAGEE,39111,64,SIMPSON,662-260-2993,9AM-3PM,"Female, Male",All ages
Kimberly Leslie,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CARTHAGE,39051,40,LEAKE,662-260-9628,9AM-3PM,"Female, Male",All ages
Apple Grove School,LICENSED,4,Center,0,Not Rated,96,RIPLEY,38663,70,TIPPAH,662-262-7101,9AM-3PM,"Female, Male",All ages
Apple of My Eye Academy,LICENSED,4,Center,0,Not Rated,60,INDIANOLA,38751,67,SUNFLOWER,662-262-7905,9AM-3PM,"Female, Male",All ages
Kimberly Lightsey Baker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-263-4847,9AM-3PM,"Female, Male",All ages
Apple Seed Home Day Care,LICENSED,4,Center,2,Average,113,INDIANOLA,38751,67,SUNFLOWER,662-263-4847,9AM-3PM,"Female, Male",All ages
Kimberly Lively,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BATESVILLE,38606,54,PANOLA,662-267-1447,9AM-3PM,"Female, Male",All ages
Kimberly Marie Keyser,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MACON,39341,52,NOXUBEE,662-267-1699,9AM-3PM,"Female, Male",All ages
"Apple Seed Private School, LLC",LICENSED,4,Center,0,Not Rated,34,SUMMIT,39666,57,PIKE,662-267-3314,9AM-3PM,"Female, Male",All ages
Kimberly Marie Sewell,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WIGGINS,39577,66,STONE,662-267-8059,9AM-3PM,"Female, Male",All ages
Apple Tree Child Enrichment Center,LICENSED,4,Center,0,Not Rated,150,CANTON,39046,45,MADISON,662-268-8249,9AM-3PM,"Female, Male",All ages
Apple Tree Christian Academy,LICENSED,4,Center,0,Not Rated,27,BOONEVILLE,38829,59,PRENTISS,662-269-2398,9AM-3PM,"Female, Male",All ages
Kimberly Michelle Rhyne,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-269-2688,9AM-3PM,"Female, Male",All ages
Kimberly Noonan,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MADISON,39110,45,MADISON,662-269-2688,9AM-3PM,"Female, Male",All ages
Apple Tree Day School,LICENSED,4,Center,0,Not Rated,24,PINOLA,39149,64,SIMPSON,662-269-2709,9AM-3PM,"Female, Male",All ages
Kimberly Puckly,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HARRISVILLE,39082,64,SIMPSON,662-272-5810,9AM-3PM,"Female, Male",All ages
"Apple Tree Day School, Inc.",LICENSED,4,Center,0,Not Rated,15,CARTHAGE,39051,40,LEAKE,662-272-8321,9AM-3PM,"Female, Male",All ages
Apple Tree Development Center,LICENSED,4,Center,0,Not Rated,30,BALDWYN,38824,59,PRENTISS,662-272-8521,9AM-3PM,"Female, Male",All ages
Kimberly Rainwater-Hume,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-272-9000,9AM-3PM,"Female, Male",All ages
Kimberly Registre,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LENA,39094,62,SCOTT,662-272-9151,9AM-3PM,"Female, Male",All ages
Kimberly Sparks,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOORHEAD,38761,67,SUNFLOWER,662-272-9396,9AM-3PM,"Female, Male",All ages
Kimberly Stewart,UNLICENSED,6,Relative In-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,662-275-7047,9AM-3PM,"Female, Male",All ages
Apple Tree Early Childhood Center,LICENSED,4,Center,1,Low,85,CARRIERE,39426,55,PEARL RIVER,662-278-8300,9AM-3PM,"Female, Male",All ages
Kimberly Wood,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-278-8689,9AM-3PM,"Female, Male",All ages
Kimmie Jay,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CARTHAGE,39051,40,LEAKE,662-279-8833,9AM-3PM,"Female, Male",All ages
Kindra Battenfield,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BROOKHAVEN,39601,43,LINCOLN,662-280-0667,9AM-3PM,"Female, Male",All ages
Kori Landers,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MACON,39341,52,NOXUBEE,662-280-3007,9AM-3PM,"Female, Male",All ages
Kory Vaughan,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-280-3434,9AM-3PM,"Female, Male",All ages
Kourtney Gayle Busch,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LAKE,39092,62,SCOTT,662-280-6370,9AM-3PM,"Female, Male",All ages
Krista  Swearingen,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOORHEAD,38761,67,SUNFLOWER,662-280-9455,9AM-3PM,"Female, Male",All ages
Apple Tree School,LICENSED,4,Center,1,Low,100,PONTOTOC,38863,58,PONTOTOC,662-281-8351,9AM-3PM,"Female, Male",All ages
Krista M Dotson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-282-4600,9AM-3PM,"Female, Male",All ages
Krista Sue Valdes-Zamora,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-282-4929,9AM-3PM,"Female, Male",All ages
Kristal Hill,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-282-7322,9AM-3PM,"Female, Male",All ages
Apple Valley Learning Center,LICENSED,4,Center,0,Not Rated,30,STARKVILLE,39759,53,OKTIBBEHA,662-283-2001,9AM-3PM,"Female, Male",All ages
Kristen  Holmes,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LAKE,39092,62,SCOTT,662-283-2001,9AM-3PM,"Female, Male",All ages
Applegate Farms,LICENSED,4,Center,0,Not Rated,67,YAZOO CITY,39194,82,YAZOO,662-283-2136,9AM-3PM,"Female, Male",All ages
Apples & Stars Learning Center,LICENSED,4,Center,3,Good,50,FAYETTE,39069,32,JEFFERSON,662-283-5014,9AM-3PM,"Female, Male",All ages
Apples Greatest Beginnings 1,LICENSED,4,Center,0,Not Rated,100,STARKVILLE,39759,53,OKTIBBEHA,662-283-5463,9AM-3PM,"Female, Male",All ages
Appleseed Academy,LICENSED,4,Center,0,Not Rated,63,GREENVILLE,38701,76,WASHINGTON,662-283-5723,9AM-3PM,"Female, Male",All ages
Kristen  Woods,UNLICENSED,6,Relative In-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-284-9555,9AM-3PM,"Female, Male",All ages
Kristen Kimball,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PINOLA,39149,64,SIMPSON,662-285-8869,9AM-3PM,"Female, Male",All ages
Kristen Smith,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LELAND,38756,76,WASHINGTON,662-285-8869,9AM-3PM,"Female, Male",All ages
Kristi Quagliarello,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GLEN ALLAN,38744,76,WASHINGTON,662-286-0809,9AM-3PM,"Female, Male",All ages
Kristi Riggs,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MADISON,39110,45,MADISON,662-286-1933,9AM-3PM,"Female, Male",All ages
Appleseed Preschool and Daycare,LICENSED,4,Center,0,Not Rated,42,MENDENHALL,39114,64,SIMPSON,662-286-5450,9AM-3PM,"Female, Male",All ages
Kristi Terry,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,EUPORA,39744,78,WEBSTER,662-286-6838,9AM-3PM,"Female, Male",All ages
Appletree Academy Inc,LICENSED,4,Center,1,Low,30,GREENWOOD,38930,42,LEFLORE,662-286-9999,9AM-3PM,"Female, Male",All ages
Kristie Whitby,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-287-4798,9AM-3PM,"Female, Male",All ages
Kristin  Ho,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MIZE,39116,65,SMITH,662-287-7658,9AM-3PM,"Female, Male",All ages
Appletree Learning Center,LICENSED,4,Center,0,Not Rated,49,PERKINSTON,39573,66,STONE,662-287-8750,9AM-3PM,"Female, Male",All ages
Applewood Academy and Day Care Center,LICENSED,4,Center,0,Not Rated,141,MERIDIAN,39307,38,LAUDERDALE,662-289-1021,9AM-3PM,"Female, Male",All ages
Kristin  Jones,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PICKENS,39146,45,MADISON,662-289-1159,9AM-3PM,"Female, Male",All ages
Kristin Johnson Reyes,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WESSON,39191,43,LINCOLN,662-289-1518,9AM-3PM,"Female, Male",All ages
Kristina  Rodriguez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-289-1565,9AM-3PM,"Female, Male",All ages
Kristina Cherry,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-289-1679,9AM-3PM,"Female, Male",All ages
Kristine Leathers,UNLICENSED,6,Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-289-1679,9AM-3PM,"Female, Male",All ages
Kristy Burton,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MENDENHALL,39114,64,SIMPSON,662-289-1785,9AM-3PM,"Female, Male",All ages
